Game,Home,Away
001,Paysandu/PA,SantaCruz/PE
002,Treze/PB,Imperatriz/MA
003,Manaus/AM,VilaNova/GO
004,Ferroviário/CE,Botafogo/PB
005,Jacuipense/BA,Remo/PA
006,SãoJosé/RS,SãoBento/SP
007,Brusque/SC,Ypiranga/RS
008,Ituano/SP,Tombense/MG
009,Boa/MG,VoltaRedonda/RJ
010,Londrina/PR,Criciúma/SC
011,Remo/PA,Ferroviário/CE
012,Botafogo/PB,Manaus/AM
013,Imperatriz/MA,Jacuipense/BA
014,SantaCruz/PE,Treze/PB
015,VilaNova/GO,Paysandu/PA
016,Ypiranga/RS,Londrina/PR
017,Criciúma/SC,Boa/MG
018,SãoBento/SP,Brusque/SC
019,Tombense/MG,SãoJosé/RS
021,Paysandu/PA,Treze/PB
022,Botafogo/PB,SantaCruz/PE
023,Imperatriz/MA,Remo/PA
024,Ferroviário/CE,VilaNova/GO
025,Jacuipense/BA,Manaus/AM
026,SãoJosé/RS,Brusque/SC
027,Criciúma/SC,SãoBento/SP
028,Ituano/SP,Londrina/PR
029,Boa/MG,Ypiranga/RS
030,VoltaRedonda/RJ,Tombense/MG
031,Remo/PA,VilaNova/GO
032,Treze/PB,Ferroviário/CE
033,Manaus/AM,Paysandu/PA
035,Jacuipense/BA,Botafogo/PB
036,SãoJosé/RS,VoltaRedonda/RJ
037,Brusque/SC,Ituano/SP
038,SãoBento/SP,Ypiranga/RS
039,Tombense/MG,Criciúma/SC
040,Londrina/PR,Boa/MG
041,Paysandu/PA,Jacuipense/BA
042,Treze/PB,Remo/PA
043,Imperatriz/MA,Botafogo/PB
044,Ferroviário/CE,Manaus/AM
045,VilaNova/GO,SantaCruz/PE
046,Ypiranga/RS,Tombense/MG
047,Criciúma/SC,VoltaRedonda/RJ
048,Ituano/SP,SãoJosé/RS
049,Boa/MG,Brusque/SC
050,Londrina/PR,SãoBento/SP
051,Paysandu/PA,Imperatriz/MA
052,Botafogo/PB,VilaNova/GO
053,Manaus/AM,Treze/PB
054,SantaCruz/PE,Remo/PA
055,Jacuipense/BA,Ferroviário/CE
056,SãoJosé/RS,Boa/MG
057,Brusque/SC,Londrina/PR
058,Ituano/SP,Criciúma/SC
059,Tombense/MG,SãoBento/SP
060,VoltaRedonda/RJ,Ypiranga/RS
061,Remo/PA,Botafogo/PB
062,Treze/PB,Jacuipense/BA
063,Manaus/AM,SantaCruz/PE
064,Ferroviário/CE,Paysandu/PA
065,VilaNova/GO,Imperatriz/MA
066,Ypiranga/RS,Criciúma/SC
067,Brusque/SC,Tombense/MG
068,SãoBento/SP,VoltaRedonda/RJ
069,Boa/MG,Ituano/SP
070,Londrina/PR,SãoJosé/RS
071,Remo/PA,Manaus/AM
072,Botafogo/PB,Paysandu/PA
073,Imperatriz/MA,Ferroviário/CE
074,SantaCruz/PE,Jacuipense/BA
075,VilaNova/GO,Treze/PB
076,Ypiranga/RS,Ituano/SP
077,Criciúma/SC,SãoJosé/RS
078,SãoBento/SP,Boa/MG
079,Tombense/MG,Londrina/PR
080,VoltaRedonda/RJ,Brusque/SC
081,Treze/PB,Botafogo/PB
082,Manaus/AM,Imperatriz/MA
083,Ferroviário/CE,SantaCruz/PE
084,Jacuipense/BA,VilaNova/GO
085,Paysandu/PA,Remo/PA
086,SãoJosé/RS,Ypiranga/RS
087,Brusque/SC,Criciúma/SC
088,Ituano/SP,SãoBento/SP
089,Boa/MG,Tombense/MG
090,Londrina/PR,VoltaRedonda/RJ
091,Remo/PA,Jacuipense/BA
092,Botafogo/PB,Ferroviário/CE
093,Imperatriz/MA,Treze/PB
094,SantaCruz/PE,Paysandu/PA
095,VilaNova/GO,Manaus/AM
096,Ypiranga/RS,Brusque/SC
097,Criciúma/SC,Londrina/PR
098,SãoBento/SP,SãoJosé/RS
099,Tombense/MG,Ituano/SP
100,VoltaRedonda/RJ,Boa/MG
101,Paysandu/PA,VilaNova/GO
102,Treze/PB,SantaCruz/PE
103,Manaus/AM,Botafogo/PB
104,Ferroviário/CE,Remo/PA
105,Jacuipense/BA,Imperatriz/MA
106,SãoJosé/RS,Tombense/MG
107,Brusque/SC,SãoBento/SP
108,Ituano/SP,VoltaRedonda/RJ
109,Boa/MG,Criciúma/SC
110,Londrina/PR,Ypiranga/RS
111,Remo/PA,Imperatriz/MA
112,Treze/PB,Paysandu/PA
113,Manaus/AM,Jacuipense/BA
114,SantaCruz/PE,Botafogo/PB
115,VilaNova/GO,Ferroviário/CE
116,Ypiranga/RS,Boa/MG
117,Brusque/SC,SãoJosé/RS
118,SãoBento/SP,Criciúma/SC
119,Tombense/MG,VoltaRedonda/RJ
120,Londrina/PR,Ituano/SP
121,Paysandu/PA,Manaus/AM
122,Botafogo/PB,Jacuipense/BA
123,Imperatriz/MA,SantaCruz/PE
124,Ferroviário/CE,Treze/PB
125,VilaNova/GO,Remo/PA
126,Ypiranga/RS,SãoBento/SP
127,Criciúma/SC,Tombense/MG
128,Ituano/SP,Brusque/SC
129,Boa/MG,Londrina/PR
130,VoltaRedonda/RJ,SãoJosé/RS
131,Remo/PA,Treze/PB
132,Botafogo/PB,Imperatriz/MA
133,Manaus/AM,Ferroviário/CE
134,SantaCruz/PE,VilaNova/GO
135,Jacuipense/BA,Paysandu/PA
136,SãoJosé/RS,Ituano/SP
137,Brusque/SC,Boa/MG
138,SãoBento/SP,Londrina/PR
139,Tombense/MG,Ypiranga/RS
140,VoltaRedonda/RJ,Criciúma/SC
141,Remo/PA,SantaCruz/PE
142,Treze/PB,Manaus/AM
143,Imperatriz/MA,Paysandu/PA
144,Ferroviário/CE,Jacuipense/BA
145,VilaNova/GO,Botafogo/PB
146,Ypiranga/RS,VoltaRedonda/RJ
147,Criciúma/SC,Ituano/SP
148,SãoBento/SP,Tombense/MG
149,Boa/MG,SãoJosé/RS
150,Londrina/PR,Brusque/SC
151,Paysandu/PA,Ferroviário/CE
152,Botafogo/PB,Remo/PA
153,Imperatriz/MA,VilaNova/GO
154,SantaCruz/PE,Manaus/AM
155,Jacuipense/BA,Treze/PB
156,SãoJosé/RS,Londrina/PR
157,Criciúma/SC,Ypiranga/RS
158,Ituano/SP,Boa/MG
159,Tombense/MG,Brusque/SC
160,VoltaRedonda/RJ,SãoBento/SP
161,Paysandu/PA,Botafogo/PB
162,Treze/PB,VilaNova/GO
163,Manaus/AM,Remo/PA
164,Ferroviário/CE,Imperatriz/MA
165,Jacuipense/BA,SantaCruz/PE
166,SãoJosé/RS,Criciúma/SC
167,Brusque/SC,VoltaRedonda/RJ
168,Ituano/SP,Ypiranga/RS
169,Boa/MG,SãoBento/SP
170,Londrina/PR,Tombense/MG
171,Remo/PA,Paysandu/PA
172,Botafogo/PB,Treze/PB
173,Imperatriz/MA,Manaus/AM
174,SantaCruz/PE,Ferroviário/CE
175,VilaNova/GO,Jacuipense/BA
176,Ypiranga/RS,SãoJosé/RS
177,Criciúma/SC,Brusque/SC
178,SãoBento/SP,Ituano/SP
179,Tombense/MG,Boa/MG
180,VoltaRedonda/RJ,Londrina/PR
181,Brusque/SC,SantaCruz/PE
182,VilaNova/GO,Ituano/SP
183,Paysandu/PA,Ypiranga/RS
184,Londrina/PR,Remo/PA
185,SantaCruz/PE,VilaNova/GO
186,Ituano/SP,Brusque/SC
187,Ypiranga/RS,Londrina/PR
188,Remo/PA,Paysandu/PA
189,Ituano/SP,SantaCruz/PE
190,Brusque/SC,VilaNova/GO
191,Remo/PA,Ypiranga/RS
192,Paysandu/PA,Londrina/PR
193,SantaCruz/PE,Ituano/SP
194,VilaNova/GO,Brusque/SC
195,Ypiranga/RS,Remo/PA
196,Londrina/PR,Paysandu/PA
197,VilaNova/GO,SantaCruz/PE
198,Brusque/SC,Ituano/SP
199,Londrina/PR,Ypiranga/RS
200,Paysandu/PA,Remo/PA
201,SantaCruz/PE,Brusque/SC
202,Ituano/SP,VilaNova/GO
203,Ypiranga/RS,Paysandu/PA
204,Remo/PA,Londrina/PR
205,VilaNova/GO,Remo/PA
206,Remo/PA,VilaNova/GO
